4.038168045490290181e-01,5.811797757218619687e-01,7.582786727174156693e-01,5.077674719585602015e-01,6.466764038170057516e-01,6.116969994530068178e-01,8.628977689675634277e-01,7.821648324288063003e-01,3.405313193081505041e-01,6.541543154754162481e-01
2.811397908570539284e-01,9.479061157838799545e-01,5.988887457275359205e-01,8.199784028045015161e-01,1.006893908980217134e+00,1.443024807349435334e-01,9.303418206101080612e-01,1.795758672671946277e-01,8.560135468942445813e-01,2.534438821222796956e-01
1.032167545832719524e+00,6.845201884475918819e-01,7.899243932322219663e-01,3.035251817712466549e-01,5.317044370273683596e-01,1.288619939823506810e-01,1.944361008360354637e-01,6.849713841045187435e-01,-9.306951166565449740e-02,6.518935490791104570e-01
1.026001878050713412e+00,5.383733127219266779e-01,4.494791934009459977e-01,5.626904528082349310e-01,8.060736679736298926e-01,9.395459821910177034e-01,5.196150355150899181e-01,8.726659229373338045e-01,9.162245826314301400e-01,7.366868257519946228e-01
5.434141774312850615e-01,3.787699994554235006e-01,2.595742398963571396e-01,7.605705240148009638e-01,7.180893458465228418e-01,3.190122614619557706e-01,6.599283962571164119e-01,2.964588911896964274e-01,6.881352316327471463e-01,5.278576670356258660e-01
5.034649312022109191e-01,1.599503675700890137e-01,7.943464491238888536e-01,5.520910475961279262e-01,6.175803555648603504e-01,8.081569044403444924e-01,7.865625012040514674e-01,5.222533365522777915e-01,4.747614450805431319e-01,3.980491707179924510e-01
6.270265082728299078e-01,7.973245482567873355e-01,4.646720320938590443e-01,5.462383244630342194e-01,4.095121935714894912e-01,7.979317637814048458e-01,1.115903280325739377e+00,5.155187076519478495e-01,7.295785092243688430e-01,5.772684821878171224e-01
3.449960238597465922e-01,6.722545370222260397e-01,4.318877885121695237e-01,4.282512754336050276e-01,5.701085638774138209e-01,9.194937602652960562e-01,6.311522149181698627e-01,4.832557997078970047e-01,8.355118966496858368e-01,9.937140951073889505e-01
4.546567542920849081e-01,2.717634536301962722e-01,4.665065021027868242e-01,1.106333011834500946e+00,9.818004053087450167e-01,1.055879601596773743e+00,2.494738942180535768e-01,4.104367886418118783e-01,5.325435373940003991e-01,1.034003839244133749e+00
8.010501281237834004e-01,7.221665506185885874e-01,7.246749517689338171e-01,7.182369694000751981e-01,8.059222290820843293e-01,8.983123141506964560e-01,4.431874468921289667e-01,5.001312216790693155e-01,5.068702220613832132e-01,3.362876596210215285e-01
2.291860433903731009e-01,6.558692840052799955e-01,5.394183418893286897e-01,7.203756600004370680e-01,4.805840471269425263e-01,4.774770969562017187e-01,6.583314194243352624e-01,3.512466978022502628e-01,9.966122817569753600e-01,6.466205829074720413e-01
1.069417124913407457e+00,6.163326178217233275e-01,2.185953999055228747e-01,6.846176436342582550e-01,9.383126342819839705e-01,2.890830017342683744e-01,7.741793612882353903e-01,9.158881604728885684e-01,8.148771590320651459e-01,3.872217348240815649e-01
4.819142797365529307e-01,2.605078687140055527e-01,4.440284137683193078e-01,5.815361044597782136e-01,6.550966097651524933e-01,5.747143951742701429e-01,4.165272092514016866e-01,7.030016996497413517e-01,6.554112454282193800e-01,6.326874490327313305e-01
4.766137349922050515e-01,4.415969314847361105e-01,5.904445663927302412e-01,8.612472360402433358e-01,4.994591939737774711e-01,7.853685882099425974e-01,5.515204524809232955e-01,7.831288963144960036e-01,8.663146613849521671e-01,3.625027792870990639e-01
2.426917840353566280e-01,1.000188477718224750e-01,6.895190291315915765e-01,6.442900791497518931e-01,8.187837204221273257e-01,4.300529386348467820e-01,1.299177663442362129e-01,8.351205070268608033e-01,6.540212115960611916e-01,5.922375431267653534e-01
